Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
286,MH047,Chivda,Vegetarian,282.00000006204,37.600000008272,7.520000001654401,9.400000002068,4.700000001034,3.7600000008272003,0.0,Gluten,Maharashtra,100,dinner,0.0266666666666666,0.94,32.5,1,Medium
287,MH048,Garadu,Vegetarian,263.99999990194283,32.999999987742854,3.771428570027755,11.314285710083265,1.8857142850138775,2.8285714275208163,0.0,Gluten,Maharashtra,100,dinner,0.0142857142857142,0.9428571428571428,19.0,1,Medium
288,MH049,Masale Bhath,Vegetarian,375.0000000133928,53.57142857334184,10.714285714668367,16.07142857200255,5.357142857334184,6.42857142880102,0.0,Gluten,Maharashtra,100,dinner,0.0285714285714285,1.0714285714285714,44.5,1,Medium
289,MH050,Ambapoli,Vegetarian,309.99999998339285,55.35714285417729,5.535714285417729,11.071428570835458,19.928571427503826,4.428571428334183,0.0,Gluten,Maharashtra,100,dinner,0.0178571428571428,1.1071428571428572,1.0,1,Medium
290,MH051,Kairi Chi Koshimbir,Vegetarian,163.99999994168888,18.22222221574321,2.7333333323614815,7.288888886297283,4.555555553935802,1.8222222215743207,0.0,Gluten,Maharashtra,100,dinner,0.0166666666666666,0.9111111111111112,8.5,1,Low
291,MH052,Khichdi,Vegetarian,277.99999990918667,37.06666665455822,6.4866666645476885,9.266666663639555,1.853333332727911,3.706666665455822,0.0,Gluten,Maharashtra,100,dinner,0.0233333333333333,0.9266666666666666,33.0,9,Medium
292,MH053,Chandrakala,Vegetarian,265.99999998872164,42.55999999819546,4.2559999998195455,10.639999999548865,19.151999999187957,4.2559999998195455,0.0,Gluten,Maharashtra,100,dinner,0.016,1.064,-3.0,1,Medium
293,MH054,Pohe Shira,Vegetarian,212.0000000737391,27.65217392266163,4.6086956537769375,7.3739130460431,12.904347830575425,1.843478261510775,0.0,Gluten,Maharashtra,100,dinner,0.0217391304347826,0.9217391304347826,3.0,1,Medium
294,MH055,Tamda Rassa,Vegetarian,257.99999998988636,30.959999998786365,12.383999999514545,10.319999999595456,4.127999999838182,2.063999999919091,0.0,Gluten,Maharashtra,100,dinner,0.048,1.032,46.0,1,Medium
295,MH056,Chana Sookha,Vegetarian,223.99999991398397,26.879999989678083,7.167999997247489,7.167999997247489,3.5839999986237445,4.4799999982796805,0.0,Gluten,Maharashtra,100,dinner,0.032,0.896,36.0,1,Medium
296,MH057,Amti,Vegetarian,233.9999999688,30.333333329288887,8.66666666551111,5.199999999306667,2.5999999996533334,3.4666666662044445,0.0,Gluten,Maharashtra,100,dinner,0.037037037037037,0.8666666666666667,43.5,1,Medium
297,MH058,Methi Thepla,Vegetarian,257.99999992776003,30.099999991572002,6.0199999983144,8.599999997592,4.299999998796,5.1599999985552,0.0,Gluten,Maharashtra,100,dinner,0.0233333333333333,0.86,32.5,9,Medium
298,MH059,Pitla,Vegetarian,257.99999998988636,36.1199999985841,7.223999999716818,10.319999999595456,2.063999999919091,3.0959999998786363,0.0,Gluten,Maharashtra,100,dinner,0.028,1.032,31.0,2,Medium
299,MH060,Batata Bhaji,Vegetarian,188.00000004904348,20.434782614026467,3.2695652182442343,6.539130436488469,1.6347826091221171,3.2695652182442343,0.0,Gluten,Maharashtra,100,dinner,0.017391304347826,0.8173913043478261,21.0,1,Medium
300,WB001,Shorshe Ilish,Vegetarian,404.9999999949375,20.249999999746876,25.312499999683595,25.312499999683595,5.062499999936719,2.0249999999746877,75.93749999905079,Fish,West Bengal,100,dinner,0.0625,1.0125,59.0,1,Medium
301,WB002,Macher Jhol,Vegetarian,354.9999999847857,35.49999999847857,20.2857142848449,15.214285713633673,3.042857142726735,3.042857142726735,50.71428571211225,Fish,West Bengal,100,dinner,0.0571428571428571,1.0142857142857142,56.5,1,Medium
302,WB003,Chingri Malai Curry,Vegetarian,432.9999999903778,28.866666666025186,21.16888888841847,24.055555555020987,7.697777777606716,1.924444444401679,62.54444444305457,Shrimp,West Bengal,100,lunch,0.0488888888888888,0.9622222222222222,47.5,3,High
303,WB004,Shorshe Bata,Vegetarian,355.0000000147917,41.41666666839236,23.666666667652777,17.750000000739583,5.916666666913194,4.733333333530556,53.250000002218755,Fish,West Bengal,100,dinner,0.0666666666666666,1.1833333333333331,58.0,1,Medium
304,WB005,Cholar Dal,Vegetarian,271.99999998781436,43.5199999980503,10.879999999512576,8.703999999610062,3.2639999998537728,5.439999999756288,0.0,Gluten,West Bengal,100,lunch,0.04,1.088,45.5,1,Medium
305,WB006,Shorshe Paturi,Vegetarian,370.00000001797144,26.4285714298551,19.028571429495674,23.257142858272488,4.228571428776816,3.171428571582612,68.71428571762327,Fish,West Bengal,100,dinner,0.0514285714285714,1.0571428571428572,39.5,2,Medium
306,WB007,Alur Dom,Vegetarian,292.0000000778666,38.93333334371555,5.840000001557333,11.680000003114666,2.9200000007786664,3.8933333343715555,0.0,Gluten,West Bengal,100,dinner,0.02,0.9733333333333334,27.5,1,Medium
307,WB008,Khichuri,Vegetarian,341.9999999550514,53.742857135793784,7.817142856115461,9.771428570144327,4.885714285072163,4.885714285072163,0.0,Gluten,West Bengal,100,dinner,0.0228571428571428,0.9771428571428572,34.5,1,Medium
308,WB009,Bengali Beguni,Vegetarian,271.99999998781436,38.07999999829402,6.5279999997075455,13.055999999415091,3.2639999998537728,3.2639999998537728,0.0,Gluten,West Bengal,100,dinner,0.024,1.088,25.5,1,Medium
309,WB010,Pora Shorshe Ilish,Vegetarian,435.99999999709337,18.685714285589714,29.06666666647289,26.471428571252098,6.2285714285299045,3.1142857142649523,83.0476190470654,Fish,West Bengal,100,dinner,0.0666666666666666,0.9845238095238096,69.0,1,High
310,WB011,Macher Kalia,Vegetarian,419.99999999159996,41.999999999159996,20.999999999579998,20.999999999579998,4.199999999916,2.099999999958,62.999999998739995,Fish,West Bengal,100,dinner,0.05,1.05,48.0,1,Medium
311,WB012,Bengali Fish Fry,Non-Vegetarian,351.999999988736,29.333333332394666,21.11999999932416,23.466666665915735,2.3466666665915734,3.5199999998873603,46.93333333183147,Fish,West Bengal,100,dinner,0.06,1.1733333333333331,55.0,1,Medium
312,WB013,Dhokar Dalna,Vegetarian,280.0,40.0,12.0,8.0,2.0,6.0,0.0,Gluten,West Bengal,100,lunch,0.0428571428571428,1.0,57.0,3,Medium
313,WB014,Chingri Bhorta,Vegetarian,350.0,25.0,22.0,18.0,4.0,2.0,70.0,Shrimp,West Bengal,100,dinner,0.0628571428571428,1.0,51.0,6,Medium
314,WB015,Shukto,Vegetarian,242.00000005614402,29.040000006737284,7.744000001796608,9.68000000224576,3.872000000898304,3.872000000898304,0.0,Gluten,West Bengal,100,dinner,0.032,0.968,34.0,1,Medium
315,WB016,Labra,Vegetarian,282.0000000031333,41.777777778241976,8.355555555648396,10.444444444560494,5.222222222280247,5.222222222280247,0.0,Gluten,West Bengal,100,dinner,0.0296296296296296,1.0444444444444445,34.5,1,Medium
316,WB017,Bengali Luchi,Vegetarian,292.0000000778666,38.93333334371555,5.840000001557333,11.680000003114666,1.9466666671857777,2.9200000007786664,0.0,Gluten,West Bengal,100,dinner,0.02,0.9733333333333334,27.0,1,Medium
317,WB018,Shorshe Ilish Bhorta,Vegetarian,389.99999998357896,20.526315788609416,28.736842104053185,22.57894736747036,7.184210526013296,3.078947368291413,71.84210526013295,Fish,West Bengal,100,dinner,0.0736842105263157,1.0263157894736843,72.5,6,Medium
318,WB019,Beguni Bhaja,Vegetarian,216.00000000604803,32.400000000907205,6.480000000181441,8.64000000024192,2.16000000006048,4.32000000012096,0.0,Gluten,West Bengal,100,dinner,0.03,1.08,29.0,1,Low
319,WB020,Posto Bata,Vegetarian,240.0000000096,42.00000000168,8.400000000336,9.600000000384,3.600000000144,6.00000000024,0.0,Gluten,West Bengal,100,dinner,0.035,1.2,33.5,1,Low
320,WB021,Chingri Bhorta,Vegetarian,342.0000000072675,26.718750000567777,21.375000000454218,19.237500000408797,5.3437500001135545,3.206250000068133,64.12500000136266,Shrimp,West Bengal,100,dinner,0.0625,1.06875,48.5,6,Medium
321,WB022,Macher Manna,Vegetarian,400.0,30.0,25.0,20.0,6.0,3.0,50.0,Fish,West Bengal,100,dinner,0.0625,1.0,72.0,2,Medium
322,WB023,Chingri Malai,Vegetarian,432.9999999903778,28.866666666025186,21.16888888841847,24.055555555020987,7.697777777606716,1.924444444401679,62.54444444305457,Shrimp,West Bengal,100,dinner,0.0488888888888888,0.9622222222222222,47.5,4,High
323,WB024,Kosha Mangsho,Vegetarian,594.999999967275,47.599999997382,33.91499999813467,30.344999998331023,5.94999999967275,4.7599999997382,77.34999999574575,Beef,West Bengal,100,dinner,0.057,1.007,82.0,3,High
324,WB025,Kolar Bora,Vegetarian,212.00000000339202,31.8000000005088,5.3000000000848,8.48000000013568,5.3000000000848,2.12000000003392,0.0,Gluten,West Bengal,100,dinner,0.025,1.06,16.5,2,Low
325,WB026,Papad Bhaja,Vegetarian,169.99999999546665,28.333333332577777,4.533333333212444,6.799999999818667,3.3999999999093333,3.3999999999093333,0.0,Gluten,West Bengal,100,dinner,0.0266666666666666,1.1333333333333333,17.5,1,Low
326,WB027,Chingri Paturi,Vegetarian,366.000000042379,19.263157896967314,21.189473686664044,21.189473686664044,5.7789473690901945,2.8894736845450972,62.605263165143775,Shrimp,West Bengal,100,dinner,0.0578947368421052,0.963157894736842,52.5,2,Medium
327,WB028,Shorshe Bata Macher Jhol,Vegetarian,381.9999999967257,32.74285714257649,27.285714285480406,19.645714285545893,4.365714285676865,3.2742857142576485,54.57142857096081,Fish,West Bengal,100,dinner,0.0714285714285714,1.0914285714285714,75.0,2,Medium
328,WB029,Chingri Machher Malai,Vegetarian,470.00000000522226,29.244444444769385,22.977777778033087,26.63333333362926,9.400000000104445,2.088888888912099,62.66666666736297,Shrimp,West Bengal,100,dinner,0.0488888888888888,0.9544444444444444,48.5,1,High
329,WB030,Phoolkopir Dalna,Vegetarian,252.00000010079998,32.66666667973333,9.333333337066668,7.466666669653334,2.80000000112,4.666666668533334,0.0,Gluten,West Bengal,100,lunch,0.037037037037037,0.9333333333333332,45.5,1,Medium
330,WB031,Bhuna Khichuri,Vegetarian,367.0000001149289,48.28947369933275,7.72631579189324,14.486842109799827,5.794736843919931,3.86315789594662,0.0,Gluten,West Bengal,100,dinner,0.0210526315789473,0.9657894736842104,31.0,1,Medium
331,WB032,Chingri Malai Curry,Vegetarian,432.9999999903778,28.866666666025186,21.16888888841847,24.055555555020987,7.697777777606716,1.924444444401679,67.35555555405877,Shrimp,West Bengal,100,lunch,0.0488888888888888,0.9622222222222222,45.0,3,High
332,WB033,Pui Shaak Bhaja,Vegetarian,202.00000000246888,33.66666666707815,7.855555555651568,6.733333333415629,3.3666666667078147,4.488888888943753,0.0,Gluten,West Bengal,100,dinner,0.0388888888888888,1.1222222222222222,31.5,1,Low
333,WB034,Shorshe Bhapa Ilish,Vegetarian,452.0000000134549,23.125581396037227,29.432558140411015,26.8046511635886,7.358139535102754,3.1534883721868945,78.83720930467236,Fish,West Bengal,100,dinner,0.0651162790697674,0.9988372093023256,70.0,1,High
334,WB035,Chingri Bhuna,Vegetarian,389.99999998357896,28.736842104053185,20.526315788609416,22.57894736747036,6.157894736582826,3.078947368291413,61.57894736582825,Shrimp,West Bengal,100,dinner,0.0526315789473684,1.0263157894736843,47.0,4,Medium
335,WB036,Dimer Dalna,Vegetarian,308.00000009856,39.600000012672005,12.3200000039424,7.0400000022528,2.6400000008448004,4.400000001407999,0.0,Gluten,West Bengal,100,lunch,0.04,0.88,61.5,2,Medium
336,WB037,Sorshe Ilish Bhaja,Vegetarian,441.0000000092503,25.81463414688294,30.654878049423495,26.890243903003064,7.529268292840858,3.2268292683603677,80.6707317090092,Fish,West Bengal,100,dinner,0.0695121951219512,1.0609756097560976,72.0,1,High
337,WB038,Kachori,Vegetarian,367.00000000555747,52.42857142936535,8.388571428698457,15.728571428809603,6.291428571523842,4.1942857143492285,0.0,Gluten,West Bengal,100,dinner,0.0228571428571428,1.0485714285714285,31.0,4,Medium
338,WB039,Macher Jhol Bhuna,Vegetarian,397.99999985273996,29.8499999889555,19.899999992637,21.889999991900698,4.97499999815925,2.98499999889555,49.749999981592495,Fish,West Bengal,100,dinner,0.05,0.995,53.5,1,Medium
339,WB040,Shorshe Ilish Bhorta,Vegetarian,425.0000000075892,22.261904762302294,28.333333333839285,25.29761904807079,8.095238095382653,3.0357142857684947,70.83333333459821,Fish,West Bengal,100,dinner,0.0666666666666666,1.011904761904762,71.0,6,High
340,WB041,Bengali Sweets Platter,Vegetarian,442.000000178568,53.040000021428156,8.84000000357136,15.912000006428448,17.68000000714272,4.42000000178568,0.0,Gluten,West Bengal,100,dinner,0.02,0.884,20.0,1,High
341,WB042,Bhapa Ilish,Vegetarian,443.999999977099,23.36842105142626,32.715789471996764,29.794736840568486,7.010526315427878,3.505263157713939,87.63157894284849,Fish,West Bengal,100,dinner,0.0736842105263157,1.1092105263157894,71.5,1,Medium
342,WB043,Bengali Dhokla,Vegetarian,256.0,51.2,7.68,10.24,3.84,5.12,0.0,Gluten,West Bengal,100,dinner,0.03,1.28,27.5,1,Low
343,WB044,Shrimp Masala,Vegetarian,416.9999998361786,27.79999998907857,19.857142849341834,24.821428561677294,4.9642857123354585,2.9785714274012753,59.57142854802551,Shrimp,West Bengal,100,dinner,0.0476190476190476,0.9928571428571428,48.5,1,High
344,WB045,Bengali Chingri Bhuna,Vegetarian,398.0000000194811,29.32631579090913,23.04210526428575,23.04210526428575,6.284210526623385,4.18947368441559,57.60526316071437,Shrimp,West Bengal,100,dinner,0.0578947368421052,1.0473684210526315,59.5,1,Medium
345,WB046,Lobster Malai Curry,Vegetarian,509.99999998062,32.63999999875968,28.55999999891472,26.00999999901162,9.179999999651159,2.03999999992248,81.5999999968992,Lobster,West Bengal,100,lunch,0.056,0.939,62.5,1,High
346,WB047,Roshogolla,Vegetarian,162.99999999521867,32.59999999904373,4.346666666539164,3.2599999999043736,16.299999999521866,0.0,0.0,Gluten,West Bengal,100,dinner,0.0266666666666666,1.086666666666667,-6.5,1,Low
347,WB048,Chamcham,Vegetarian,157.99999997630002,29.62499999555625,4.9374999992593755,1.9749999997037502,11.8499999982225,0.9874999998518751,0.0,Gluten,West Bengal,100,dinner,0.03125,0.9875,4.0,1,Low
348,WB049,Shondesh,Vegetarian,209.000000009405,40.63888889071764,6.966666666980166,5.805555555816806,20.9000000009405,2.322222222326722,0.0,Gluten,West Bengal,100,dinner,0.0333333333333333,1.1611111111111112,1.0,1,Low
349,WB050,Patishapta,Vegetarian,263.999999991552,42.23999999864832,8.447999999729666,8.447999999729666,21.11999999932416,3.1679999998986244,0.0,Gluten,West Bengal,100,dinner,0.032,1.056,8.0,2,Medium
350,WB051,Chhena Poda,Vegetarian,302.000000013288,45.3000000019932,8.05333333368768,10.0666666671096,25.166666667774003,4.02666666684384,0.0,Gluten,West Bengal,100,dinner,0.0266666666666666,1.0066666666666666,2.5,1,Medium
351,WB052,Bengali Sandesh,Vegetarian,201.99999997979998,27.5454545427,6.42727272663,5.50909090854,16.527272725619998,1.83636363618,0.0,Gluten,West Bengal,100,dinner,0.0318181818181818,0.9181818181818182,5.0,1,Medium
352,WB053,Ras Malai,Vegetarian,347.00000004858,44.61428572053172,7.931428572538972,14.871428573510572,24.785714289184284,2.9742857147021144,0.0,Gluten,West Bengal,100,dinner,0.0228571428571428,0.9914285714285714,0.5,1,Medium
353,WB054,Chomchom,Vegetarian,159.000000027825,27.82500000486937,4.968750000869531,2.981250000521719,14.906250002608592,0.9937500001739062,0.0,Gluten,West Bengal,100,dinner,0.03125,0.99375,-0.5,1,Low
354,WB055,Amriti,Vegetarian,308.99999998832664,57.222222220060495,8.01111111080847,10.299999999610888,17.16666666601815,3.4333333332036293,0.0,Gluten,West Bengal,100,dinner,0.0259259259259259,1.1444444444444444,11.5,1,Medium
355,WB056,Doi Maach,Vegetarian,400.0,30.0,25.0,20.0,6.0,3.0,60.0,Fish,West Bengal,100,dinner,0.0625,1.0,67.0,1,Medium
356,WB057,Alu Posto,Vegetarian,243.999999984384,34.15999999781376,7.8079999995002884,7.8079999995002884,4.87999999968768,3.9039999997501442,0.0,Gluten,West Bengal,100,dinner,0.032,0.976,32.5,1,Medium
357,WB058,Shukto Bhaja,Vegetarian,262.0000000368741,33.96296296774293,7.762962964055528,9.70370370506941,3.881481482027764,4.851851852534705,0.0,Gluten,West Bengal,100,dinner,0.0296296296296296,0.9703703703703704,36.0,2,Medium
358,WB059,Bengali Fish Curry,Non-Vegetarian,408.0000000085895,37.57894736921219,23.621052632076232,21.47368421097839,6.442105263293518,4.294736842195679,53.684210527445984,Fish,West Bengal,100,lunch,0.0578947368421052,1.0736842105263158,62.0,1,Medium
359,WB060,Bengali Egg Curry,Non-Vegetarian,305.999999988372,40.7999999984496,14.27999999945736,10.1999999996124,4.07999999984496,5.0999999998062,0.0,Gluten,West Bengal,100,lunch,0.0466666666666666,1.02,60.0,1,Medium
360,WB061,Bhapa Doi,Vegetarian,327.9999999175314,42.17142856082547,9.371428569072327,11.24571428288679,16.868571424330188,2.8114285707216977,0.0,Gluten,West Bengal,100,dinner,0.0285714285714285,0.9371428571428572,19.0,2,Medium
361,WB062,Masala Prawn Curry,Non-Vegetarian,400.0,28.57142857142857,23.809523809523807,19.047619047619047,5.714285714285714,2.857142857142857,57.14285714285714,Shrimp,West Bengal,100,lunch,0.0595238095238095,0.9523809523809524,67.0,1,High
362,WB063,Bengali Kathi Roll,Vegetarian,462.00000001231996,56.46666666817244,20.533333333880886,18.4800000004928,7.18666666685831,4.106666666776178,0.0,Gluten,West Bengal,100,dinner,0.0444444444444444,1.0266666666666666,77.5,1,High
363,WB064,Shorshe Paturi,Vegetarian,378.0000001094211,24.868421059830332,19.894736847864266,21.884210532650695,4.9736842119660665,2.98421052717964,69.63157896752493,Fish,West Bengal,100,dinner,0.0526315789473684,0.9947368421052633,43.5,2,Medium
364,WB065,Bengali Baingan Bhaja,Vegetarian,216.000000076032,25.92000000912384,5.184000001824768,6.9120000024330235,3.4560000012165117,3.4560000012165117,0.0,Gluten,West Bengal,100,dinner,0.024,0.864,26.0,1,Medium
365,WB066,Shorshe Ilish Bhorta,Vegetarian,475.99999997381997,35.699999998036496,30.9399999982983,30.344999998331023,5.94999999967275,4.7599999997382,89.24999999509124,Fish,West Bengal,100,dinner,0.065,1.13375,67.0,6,Medium
366,WB067,Kachauli,Vegetarian,232.00000000464001,40.600000000812,5.800000000116,9.2800000001856,4.6400000000928,3.4800000000696003,0.0,Gluten,West Bengal,100,dinner,0.025,1.16,20.0,1,Low
367,WB068,Bengali Sondesh,Vegetarian,188.99999999622,31.499999999369997,6.299999999873999,5.2499999998949995,15.749999999684999,3.1499999999369996,0.0,Gluten,West Bengal,100,dinner,0.0333333333333333,1.05,7.5,1,Low
368,WB069,Chingri Bhorta,Vegetarian,398.00000000124373,37.3125000001166,24.875000000077733,27.36250000008551,7.46250000002332,2.4875000000077736,74.6250000002332,Shrimp,West Bengal,100,dinner,0.0625,1.24375,45.0,6,Medium
369,WB070,Shorshe Ilish Bhorta,Vegetarian,425.0000000075892,22.261904762302294,28.333333333839285,25.29761904807079,8.095238095382653,3.0357142857684947,75.89285714421237,Fish,West Bengal,100,dinner,0.0666666666666666,1.011904761904762,68.5,6,High
370,WB071,Bengali Macher Kalia,Vegetarian,420.0,35.0,25.0,20.0,6.0,3.0,60.0,Fish,West Bengal,100,dinner,0.0595238095238095,1.0,67.0,1,High
371,WB072,Dimer Bora,Vegetarian,250.0,30.0,10.0,10.0,4.0,3.0,0.0,Gluten,West Bengal,100,dinner,0.04,1.0,40.0,1,Medium
372,WB073,Sorshe Ilish Bhuna,Vegetarian,456.99999999957487,31.883720930202898,29.75813953485604,26.569767441835744,8.502325581387439,3.18837209302029,74.39534883714009,Fish,West Bengal,100,dinner,0.0651162790697674,1.0627906976744186,71.0,2,High
373,WB074,Chingri Malai,Vegetarian,449.99999998977273,32.72727272652893,22.499999999488637,26.07954545395274,7.159090908928204,2.045454545408058,66.47727272576188,Shrimp,West Bengal,100,dinner,0.05,1.0125,49.0,4,High
374,WB075,Alu Bhorta,Vegetarian,232.00000001049042,35.30434782768332,5.043478261097618,8.069565217756189,3.026086956658571,5.043478261097618,0.0,Gluten,West Bengal,100,dinner,0.0217391304347826,1.008695652173913,25.5,2,Medium
375,WB076,Shorshe Bata Macher Bhorta,Vegetarian,424.9999999946875,29.749999999628123,23.374999999707814,26.56249999966797,5.312499999933594,4.249999999946875,63.74999999920313,Fish,West Bengal,100,dinner,0.055,1.0625,58.5,1,Medium
376,WB077,Bengali Pulao,Vegetarian,313.99999986722287,44.85714283817469,5.382857140580963,8.971428567634938,4.485714283817469,3.5885714270539757,0.0,Gluten,West Bengal,100,dinner,0.0171428571428571,0.8971428571428571,24.5,1,Medium
377,WB078,Chingri Bhorta,Vegetarian,379.999999981,33.2499999983375,26.12499999869375,23.7499999988125,7.12499999964375,3.562499999821875,71.2499999964375,Shrimp,West Bengal,100,dinner,0.06875,1.1875,55.0,6,Medium
378,WB079,Chingri Malai Prawn,Non-Vegetarian,460.0000000146363,31.363636364634296,23.00000000073182,26.659090909939152,6.2727272729268595,2.09090909097562,73.18181818414669,Shrimp,West Bengal,100,dinner,0.05,0.9943181818181818,48.0,2,High
379,WB080,Shorshe Ilish Paturi,Vegetarian,452.00000001119236,21.523809524342493,30.671428572188052,27.44285714353668,7.533333333519873,3.2285714286513745,80.71428571628435,Fish,West Bengal,100,dinner,0.0678571428571428,1.0083333333333333,72.0,2,High
380,WB081,Macher Tenga,Vegetarian,337.99999999887336,45.06666666651644,24.786666666584047,11.26666666662911,4.506666666651644,3.379999999988733,56.33333333314555,Fish,West Bengal,100,dinner,0.0733333333333333,1.1266666666666667,63.0,1,Medium
381,WB082,Kosha Mangsho,Vegetarian,594.999999967275,47.599999997382,33.91499999813467,30.344999998331023,5.94999999967275,4.7599999997382,77.34999999574575,Beef,West Bengal,100,dinner,0.057,1.007,82.0,3,High
382,WB083,Shorshe Bata Bhorta,Vegetarian,371.99999998419,34.874999998517815,20.92499999911069,23.249999999011877,5.812499999752969,4.649999999802375,69.74999999703563,Fish,West Bengal,100,dinner,0.05625,1.1625,42.5,1,Medium
383,WB084,Dimer Dalna,Vegetarian,279.99999999585185,41.48148148086694,12.444444444260082,8.296296296173388,3.1111111110650205,5.1851851851083675,0.0,Gluten,West Bengal,100,lunch,0.0444444444444444,1.037037037037037,53.5,2,Medium
384,WB085,Shorshe Bata Machher Jhol,Vegetarian,413.999999991099,36.22499999922116,28.979999999376933,18.629999999599455,6.209999999866485,3.1049999999332427,62.099999998664856,Fish,West Bengal,100,dinner,0.07,1.035,79.0,1,Medium
385,WB086,Beguni,Vegetarian,219.9999999978,32.999999999669996,7.699999999923,8.799999999911998,3.299999999967,3.299999999967,0.0,Gluten,West Bengal,100,dinner,0.035,1.1,29.5,1,Low
386,WB087,Macher Bhorta,Vegetarian,373.9999999900266,28.333333332577777,31.733333332487106,20.399999999455996,5.666666666515555,3.3999999999093333,67.99999999818667,Fish,West Bengal,100,dinner,0.0848484848484848,1.1333333333333333,80.5,1,Medium
387,WB088,Chingri Malai,Vegetarian,416.99999986378,25.946666658190754,18.53333332727911,23.166666659098887,8.3399999972756,1.853333332727911,69.49999997729667,Shrimp,West Bengal,100,dinner,0.0444444444444444,0.9266666666666666,33.0,4,High
388,WB089,Patishapta,Vegetarian,277.9999998907857,39.71428569868367,6.949999997269643,9.928571424670917,19.857142849341834,2.9785714274012753,0.0,Gluten,West Bengal,100,dinner,0.025,0.9928571428571428,4.0,2,Medium
389,WB090,Chingri Bhuna,Vegetarian,406.00000001431687,32.052631580077644,23.505263158723608,23.505263158723608,6.410526316015528,3.205263158007764,64.10526316015529,Shrimp,West Bengal,100,dinner,0.0578947368421052,1.068421052631579,55.0,4,Medium
390,WB091,Bengali Aloo Macher Jhol,Vegetarian,320.0,35.0,18.0,12.0,6.0,3.0,50.0,Fish,West Bengal,100,dinner,0.05625,1.0,44.0,1,Medium
391,WB092,Chingri Paturi,Vegetarian,378.0000001094211,24.868421059830332,19.894736847864266,21.884210532650695,5.96842105435928,2.98421052717964,69.63157896752493,Shrimp,West Bengal,100,dinner,0.0526315789473684,0.9947368421052633,42.0,2,Medium
392,WB093,Macher Manna,Vegetarian,405.99999985113334,28.999999989366664,21.26666665886889,21.26666665886889,6.766666664185555,2.8999999989366665,57.99999997873333,Fish,West Bengal,100,dinner,0.0523809523809523,0.9666666666666668,53.5,2,High
393,WB094,Shorshe Ilish Bhaja,Vegetarian,484.0000000094439,33.05365853723031,33.64390243968086,30.102439024977606,7.082926829406495,3.5414634147032475,88.5365853675812,Fish,West Bengal,100,dinner,0.0695121951219512,1.1109756097560977,73.5,2,High
394,WB095,Chingri Bhorta,Vegetarian,361.99999998054244,33.93749999817586,22.624999998783903,20.362499998905513,6.7874999996351715,3.3937499998175857,67.87499999635172,Shrimp,West Bengal,100,dinner,0.0625,1.13125,47.0,6,Medium
395,WB096,Shukto Bhaja,Vegetarian,262.0000000368741,33.96296296774293,7.762962964055528,9.70370370506941,3.881481482027764,4.851851852534705,0.0,Gluten,West Bengal,100,dinner,0.0296296296296296,0.9703703703703704,36.0,2,Medium
396,WB097,Kolar Bora,Vegetarian,224.00000000977457,30.545454546787436,8.145454545809985,8.145454545809985,5.090909091131239,3.0545454546787436,0.0,Gluten,West Bengal,100,dinner,0.0363636363636363,1.018181818181818,30.5,2,Medium
397,WB098,Bengali Moong Dal,Vegetarian,271.99999998781436,43.5199999980503,10.879999999512576,8.703999999610062,2.1759999999025155,5.439999999756288,0.0,Gluten,West Bengal,100,lunch,0.04,1.088,47.0,1,Medium
398,WB099,Bengali Bhuna Khichuri,Vegetarian,367.0000001149289,48.28947369933275,7.72631579189324,14.486842109799827,5.794736843919931,3.86315789594662,0.0,Gluten,West Bengal,100,dinner,0.0210526315789473,0.9657894736842104,31.0,2,Medium
399,WB100,Sorshe Ilish Bhuna,Vegetarian,456.99999999957487,31.883720930202898,29.75813953485604,26.569767441835744,8.502325581387439,3.18837209302029,74.39534883714009,Fish,West Bengal,100,dinner,0.0651162790697674,1.0627906976744186,71.0,2,High
400,WB101,Dhokar Dalna,Vegetarian,299.9999999896552,39.31034482623068,10.34482758585018,12.413793103020215,3.1034482757550537,6.206896551510107,0.0,Gluten,West Bengal,100,lunch,0.0344827586206896,1.0344827586206895,47.5,3,Medium
401,WB102,Chingri Malai Curry,Vegetarian,450.0,32.0,22.0,25.5,7.000000000000001,3.0,65.0,Shrimp,West Bengal,100,lunch,0.0488888888888888,0.99,51.0,3,High
402,WB103,Alu Bhorta,Vegetarian,239.9999999232,33.599999989248005,6.7199999978496,7.6799999975424,3.8399999987712,4.799999998464,0.0,Gluten,West Bengal,100,dinner,0.028,0.96,32.0,2,Medium
403,WB104,Kosha Mangsho,Vegetarian,594.999999967275,47.599999997382,33.91499999813467,30.344999998331023,5.94999999967275,4.7599999997382,77.34999999574575,Beef,West Bengal,100,dinner,0.057,1.007,82.0,3,High
404,WB105,Bhapa Doi,Vegetarian,327.99999999918003,46.124999999884686,10.249999999974376,12.29999999996925,18.449999999953874,3.0749999999923125,0.0,Gluten,West Bengal,100,dinner,0.03125,1.025,19.0,2,Medium
405,WB106,Chingri Bhuna,Vegetarian,417.99999999800957,29.857142857000678,24.8809523808339,21.895238095133834,5.9714285714001365,2.9857142857000682,59.714285714001356,Shrimp,West Bengal,100,dinner,0.0595238095238095,0.9952380952380953,67.0,4,High
